家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
3.5,99199104,2022年12月05日,2022年12月19日,福岡市早良区藤崎１丁目2-11  mapを見る,ハイツ溝口  103,福岡市空港線藤崎駅 徒歩3分 駅までmap ,壁芯25.87㎡ / 約7.83坪,nan,1DK,洋8／ＤＫ4.5, 南,nan,nan,nan,空有　1万4300円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,駐車場は普通小型車のみ駐車出来ます、現地要確認,nan,無,無,実費,無,nan,2000円,nan,300円,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,総額賃料の80％,有、17000円、2年、エイワン少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,退去時清掃代　税別：4万円,nan,nan,nan,1年,nan,巡回,nan,軽量鉄骨,nan,nan,地上2階建,1階部分,1986[S61]年9月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 シャワー　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 バルコニー　 駐輪場　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 フリーレント（1ヶ月）　,/保証協会加入義務、物件で駐車場取れます,専任媒介,坂本,"
										TEL：092-833-6010
",早良
6.6,99314736,2022年12月05日,2022年12月19日,福岡市早良区次郎丸５丁目６－５３  mapを見る,Ｇｅｎｔｉｌｅ・Ｓｈｕｎ  307,福岡市七隈線次郎丸駅 徒歩3分 駅までmap 福岡市七隈線賀茂駅 徒歩9分 駅までmap 福岡市七隈線橋本駅 徒歩16分 駅までmap ,35㎡ / 約10.59坪,nan,1LDK,ＬＤＫ9／洋4.2, 東,nan,nan,nan,空無,nan,　,nan,nan,無,2ヶ月 / 13.2万円,nan,無,nan,無,3500円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,2014[H26]年2月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ウォークインクローゼット　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　,駐車場の空きについては要確認,専任媒介,nan,"
",早良
2.8,99177224,2022年12月06日,2022年12月20日,福岡市早良区曙２丁目8-3  周辺mapを見る,シャイング曙  202,福岡市空港線西新駅 徒歩16分 ,18.62㎡ / 約5.63坪,nan,1K,洋 6,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,有 ふれんずサポート保証　最低保証料：２０，０００円※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年、ｅ－Ｎｅｔ少額短期（例）※契約者や条件によっては、内容が変更になる場合があります。,無,退去時清掃代：2万2000円,nan,町費：200円 / 月,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,2階部分,1992[H4]年4月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗面所　 洗濯機置場　 フローリング　 バルコニー　,nan,☆即入居可！☆スーパーまで徒歩３分！郵便局まで徒歩３分！☆敷金礼金ゼロ！☆南向き日当たり良好！☆エアコン設備！※１年未満解約時、違約金賃料２ヵ月分、２年未満解約時、違約金賃料１ヵ月分※サービス設備有（照明器具）※図面反転,一般媒介,nan,"
",早良
2.7,99268655,2022年12月05日,2022年12月19日,福岡市早良区西新１丁目1-21  mapを見る,ロマネスク西新オレンジ通り  708,福岡市空港線西新駅 徒歩6分 駅までmap 福岡市空港線唐人町駅 徒歩15分 駅までmap 福岡市七隈線別府駅 徒歩21分 駅までmap ,壁芯18.6㎡ / 約5.63坪,nan,1K,nan,nan,nan,福岡市立鳥飼小学校　距離753ｍ,私立西南学院中学校　距離1060ｍ,空無,nan,　,nan,nan,無,無,nan,無,nan,5000円,無,無,有 アーク※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上10階建,7階部分,1989[H1]年11月,空家,即時　,都市ガス　 エアコン　 トイレ　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 フローリング　 バルコニー　 エレベーター　 オートロック　 防犯カメラ　 全居室フローリング　,nan,nan,一般媒介,翁長　平日9～19時,"
										TEL：080-6144-2740
",早良
3.0,97696817,2022年12月06日,2022年12月20日,福岡市早良区祖原１７－８  mapを見る,ローズシャトー  306,福岡市空港線西新駅 徒歩8分 城西３丁目バス停 徒歩4分 駅までmap 福岡市空港線藤崎駅 徒歩11分 駅までmap ,23㎡ / 約6.96坪,nan,1DK,ＤＫ4.5／和6, 南,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1979[S54]年6月,空家,相談　2022年2月1日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ガスコンロ設置可　 洗面台　 洗濯機置場　 照明器具付き　 バルコニー　 インターネット使い放題　,リノベーション　 南向き　,西新商店街、テングッドシティ、スポーツクラブルネサンス、地下鉄西新駅　生活すべてが徒歩圏内！！こんな便利な場所に敷金0ヶ月のお部屋空きました。☆インターネットも無料でこのお家賃☆かなりお安いですね！！！,専任媒介,nan,"
",早良
3.8,98011210,2022年12月06日,2022年12月20日,福岡市早良区西新３丁目１２－６  mapを見る,西新コーポラス  202,福岡市空港線西新駅 徒歩3分 西南学院大学前バス停 徒歩2分 駅までmap 福岡市空港線藤崎駅 徒歩13分 駅までmap ,25.11㎡ / 約7.60坪,nan,1DK,和6／ＤＫ4.5, 南,nan,nan,nan,空有　1万1000円,nan,　,nan,nan,無,1ヶ月 / 3.8万円,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,2階部分,1984[S59]年3月,空家,相談　2021年4月23日,プロパンガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 インターネット使い放題　,南向き　,敷・礼なし！室内洗濯機置き場あります♪駐車場の空きについては要確認,専任媒介,nan,"
",早良
7.2,99291644,2022年12月05日,2022年12月19日,福岡市早良区次郎丸５丁目１７－７  周辺mapを見る,エディフィスＡ棟  101,福岡市七隈線次郎丸駅 徒歩9分 河原バス停 徒歩8分 福岡市七隈線賀茂駅 徒歩9分 ,47.6㎡ / 約14.40坪,nan,2LDK,洋6／洋4.2／ＬＤＫ11.3, 南,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月 / 14.4万円,nan,無,nan,無,2500円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,1階部分,1990[H2]年7月,空家,相談　,プロパンガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 専用庭　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　,リノベーション　 南向き　,nan,専任媒介,nan,"
",早良
4.7,99318583,2022年12月05日,2022年12月19日,福岡市早良区西新１丁目5-20  mapを見る,カトレアコーポ西新  103,福岡市空港線西新駅 徒歩4分 駅までmap ,28.7㎡ / 約8.68坪,nan,1DK,洋7.5／ＤＫ6, 南 3㎡,nan,nan,nan,空無,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,無,無,有 全保連株式会社（家賃保証会社の保証委託審査結果如何によりましては、保証委託料が変わることがございます。）※契約者や条件によっては、内容が変更になる場合があります。,"合計月額の50％（年間更新料10,000円）又は100％（更新料無）",有、15000円、2年、賃貸居住者住宅総合保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町費：500円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上5階建,1階部分,1984[S59]年4月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 洗面台　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ２口コンロ　 火災報知機　 全居室フローリング　 光ファイバー　 全室照明付　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　 高齢者相談　 内装リフォーム　,"社会人かつ非喫煙者限定★鍵交換費：（入居時）13,200円 ★社会人かつ非喫煙者限定（法人・個人といった契約形態の別は問いません。）※但し、令和5年4月より新社会人になられる方につきましては、入居ご相談可能です。 　（入居時期につきましては、貸主契約承認後１ヶ月以内でお願いします。） ■高齢者入居のご相談は可能ですが、契約開始・入居開始時点にて、年齢６９歳以下で、通常生活を送る事ができ、介護保険認定等を一切受けられてなく、家賃保証会社保証委託契約での連帯保証人は不要ですが、賃貸借契約上では、連帯保証人及び身元引受人として福岡市内又はその隣市に在住で、緊急時に確実に連絡が取れ、即行動がとれる身内の方を１名以上立てられる方を最低条件とします。ご検討の際、予めご理解をお願い申し上げます。",専任媒介,nan,"
",早良
7.2,99066775,2022年12月05日,2022年12月19日,福岡市早良区百道２丁目9-21  mapを見る,ＳＴビル  101,福岡市空港線藤崎駅 徒歩3分 駅までmap 福岡市空港線室見駅 徒歩9分 駅までmap 福岡市空港線西新駅 徒歩18分 駅までmap ,46.72㎡ / 約14.13坪,nan,2LDK,ＬＤＫ8.7／洋6／和6／和,nan,nan,百道小学校　距離400ｍ,百道中学校　距離930ｍ,無,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,4000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,"家賃総額60％（更新料あり1万円） 又は100％（更新料なし）学生1万円（更新料なし） ＊最低保証料25,000円 ＊保証会社収納代行必須 ＊各プラン月額400円（引落手数料も含まれます。）",有※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,くらシード24：800円 / 月町費：200円 / 月火災保険料：1000円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,1階部分,1985[S60]年2月,空家,即時　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 独立洗面脱衣所　 シューズボックス　 押入れ　 敷地内ゴミ置き場　,nan,"詳細 鍵代・・・・・16,500円 (内消費税1,500円)保証料・・・・ジェイリース　家賃総額60％（更新料あり1万円）又は100％（更新料なし）学生1万円（更新料なし）　　　　　　　＊最低保証料25,000円　　　　　　　＊保証会社収納代行必須　　　　　　　＊各プラン月額400円（引落手数料も含まれます。）事務手数料・・11,000円 (内消費税1,000円)＜特約＞ ○退去時クリーニング代として家賃1ヶ月分、  退去時故意過失の損傷損耗がある場合は別途実費 ○契約開始日より12ヶ月未満での解約は家賃2ヶ月分、　24ヶ月未満での解約は家賃1ヶ月分を申し受けます。お気軽にお問い合わせください。 空室募集専用サイト　⇒　https://inet.bukkaku.jp/ 営業時間10：00～18：00 店休日　日曜日　（正月・GW・お盆　はお休みします）",代理,高木,"
",早良
6.8,99317000,2022年12月05日,2022年12月19日,福岡市早良区次郎丸３丁目9-10  mapを見る,アプリコットガーデン  207,福岡市七隈線次郎丸駅 徒歩5分 駅までmap ,40.87㎡ / 約12.36坪,nan,1LDK,洋5.4／ＬＤＫ12.5,nan,nan,nan,nan,空有　駐車場1台無料,nan,　,nan,nan,無,無,nan,無,nan,無,2800円,無,有 オリコ※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,入居時クリーニング：4万9500円,nan,安心サポート：880円 / 月町費：500円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,2007[H19]年2月,空家,即時　,プロパンガス　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 テラス　 ＴＶモニタ付きインターホン　 駐輪場　 全居室フローリング　 敷地内ゴミ置き場　,日当り良好　,☆今月契約に限り、敷金・礼金0円☆次郎丸交差点そば！敷地内駐車場1台無料！エアコン・温水洗浄便座・シャンプードレッサー・追焚き機能・TVモニターホン有り！地下鉄『次郎丸』駅徒歩5分！ハローディ・TSUTAYA次郎丸店まで徒歩6分！　＊初期費用のクレジット利用可！,専任媒介,nan,"
",早良
